arxiv_id,title,authors,subjects,submitted,abstract_raw,abstract_clean,tokens,abstract_word_count,abstract_sentence_count,token_count,unique_token_count,type_token_ratio,author_count
2604.15240,Boson star-black hole binaries: initial data and head-on collisions,Zhuan Ning,General Relativity and Quantum Cosmology,[Submitted on 16 Apr 2026],"We present a numerical-relativity study of comparable-mass boson star-black hole (BS-BH) head-on collisions, focusing on both initial-data construction and gravitational-wave (GW) phenomenology. We show that plain superposition can strongly perturb the BS core, leading to large constraint violations and unphysical radial oscillations. To remedy this problem, we introduce a one-body conformal-factor correction and find that it robustly suppresses these artifacts. Using the improved initial data, we analyze GW emission from equal- and unequal-mass BS-BH binaries and compare with matched BS-BS and BH-BH baselines. For equal masses, the BS-BH radiated energy increases with BS compactness and approaches the BH-BH limit for highly compact stars. For unequal masses, the dominant $(2,0)$ mode often remains close to the BH-BH morphology, whereas the subdominant $(3,0)$ mode provides clear discriminatory power when the BH is the heavier companion. Our results identify higher multipoles as a key observable for distinguishing mixed BS-BH mergers from pure BH binaries.",present numericalrelativity study comparablemass boson starblack hole bsbh headon collisions focusing initialdata construction gravitationalwave gw phenomenology plain superposition strongly perturb bs core leading large constraint violations unphysical radial oscillations remedy problem introduce onebody conformalfactor correction find robustly suppresses artifacts improved initial data analyze gw emission equal unequalmass bsbh binaries compare matched bsbs bhbh baselines equal masses bsbh radiated energy increases bs compactness approaches bhbh limit highly compact stars unequal masses dominant 20 mode remains close bhbh morphology subdominant 30 mode provides clear discriminatory power bh heavier companion results identify higher multipoles key observable distinguishing mixed bsbh mergers pure bh binaries,present numericalrelativity study comparablemass boson starblack hole bsbh headon collisions focusing initialdata construction gravitationalwave gw phenomenology plain superposition strongly perturb bs core leading large constraint violations unphysical radial oscillations remedy problem introduce onebody conformalfactor correction find robustly suppresses artifacts improved initial data analyze gw emission equal unequalmass bsbh binaries compare matched bsbs bhbh baselines equal masses bsbh radiated energy increases bs compactness approaches bhbh limit highly compact stars unequal masses dominant 20 mode remains close bhbh morphology subdominant 30 mode provides clear discriminatory power bh heavier companion results identify higher multipoles key observable distinguishing mixed bsbh mergers pure bh binaries,151,7,100,88,0.88,1
